sentence1,label,H_yb,H_yx,correct_yx,predicted_label,PVI
@user Me talking to my antidepressants,1,0.9421394572441171,0.9945928639650881,True,1,-0.052453406720970985
going to attempt at least to change this sour mood. It's mainly just a sense of loneliness which results in feelings of depression,1,0.9421394572441171,0.909457386174611,True,1,0.03268207106950605
flighty sag placements make me anxioussss,0,1.0602783980825394,1.0363472544365375,False,1,0.023931143646001907
I'm going to buy cream cheese after work and sit in my bathtub and eat it. This is the stage of depression I'm at.,1,0.9421394572441171,0.9043549310081941,True,1,0.03778452623592299
My anxiety and stress levels for today are actually making me feel physically sick 😭,1,0.9421394572441171,0.9417251409155173,True,1,0.0004143163285997842
"@user autumn here is just,, rain and dirt everywhere and depressing clouds krgrtwrzmzt i like spring more sorry",0,1.0602783980825394,1.0113420073489172,False,1,0.048936390733622215
Facebook is for the depressed people. Get off here with all that sad shit yo.,0,1.0602783980825394,1.0857405229501387,False,1,-0.025462124867599245
@user I am depression pls do not stalks me,1,0.9421394572441171,0.985178229272967,True,1,-0.04303877202884998
#HappyBirthdayChester we miss you!! #MakeChesterProud #FuckDepression,0,1.0602783980825394,1.0235104303869242,False,1,0.03676796769561519
I have the body of a former athlete and it's depressing,0,1.0602783980825394,1.0426139776305816,False,1,0.01766442045195782
@user Don't conclude fast ! What if he is try to heal from depression,0,1.0602783980825394,1.0230645633863138,False,1,0.037213834696225634
summertime depression really do be hittin bout now,1,0.9421394572441171,0.9485764562600861,True,1,-0.006436999015969058
"me vs anxiety, depression, ednos, borderline personailty disorder, bipolar",1,0.9421394572441171,0.9262031205889998,True,1,0.01593633665511729
@user im depression,1,0.9421394572441171,0.9900805119295244,True,1,-0.047941054685407325
ME ENAMORE DE ANXIETY DIOOOOOOOS,0,1.0602783980825394,1.0342325339633396,False,1,0.026045864119199846
just wait until my seasonal depression is gone and it's over for u bitches,1,0.9421394572441171,0.949543832071749,True,1,-0.007404374827631899
I have the same anxieties about lighting candles as I do about putting stickers on things,0,1.0602783980825394,1.0573765932043113,False,1,0.002901804878228109
can we talk about how hard it is to stay positive while also growing up? this shit is just depressing and disappointing,0,1.0602783980825394,1.0640463576086374,False,1,-0.003767959526097986
I have so much anxiety about tomorrow and I dont know why,1,0.9421394572441171,0.9410021895276813,True,1,0.0011372677164357414
@user Nooo. Dogs don't sweat like us. They'll end up getting extremely stressed out and anxious if kept in a hot box like that,0,1.0602783980825394,1.0153010611963935,False,1,0.04497733688614591
my anxiety and anger issues have calmed down a bit but now I feel depressed haaaaaaaaa,1,0.9421394572441171,0.9262192979320075,True,1,0.01592015931210955
i wish i had somewhere that feels like home instead of being in this depression dome,1,0.9421394572441171,0.9337238688121977,True,1,0.008415588431919363
This weather makes me sad &amp; depressed:/,1,0.9421394572441171,0.961934359759646,True,1,-0.019794902515528956
*anxiously refreshes Patreon*,0,1.0602783980825394,1.039853792062598,False,1,0.020424606019941338
this anxiety shit is so trash fr... wouldn't wish it on my worst enemy,1,0.9421394572441171,0.9412368035246798,True,1,0.0009026537194373185
When I look at my bank balance I just get anxiety...Lol aiy ja neh,0,1.0602783980825394,1.0655113974415953,False,1,-0.0052329993590558566
anxiety and i sitting in front of my laptop waiting for jintro,0,1.0602783980825394,1.0518153963052876,False,1,0.008463001777251788
My ptsd so bad that flashing lights gives me anxiety 😩,1,0.9421394572441171,0.9441951215027105,True,1,-0.0020556642585933815
What are your stress relievers? What do you do to calm anxiety? DM us to be featured in our next blog post!#wellbeing #selflove,0,1.0602783980825394,1.0674243302895685,False,1,-0.007145932207029082
i hate random sad days. Having a heavy heart and an anxious mind is the worst,1,0.9421394572441171,0.9371555740056162,True,1,0.0049838832385008525
anxiety culture is trying to google the phone number that's calling you before the call ends to see whether you should pick up or not,0,1.0602783980825394,1.0507860657309565,False,1,0.009492332351582977
i get so anxious when buying christmas presents for claudia i want to tell her literally the second i buy it 😂😩,0,1.0602783980825394,1.0386992209377,False,1,0.02157917714483948
"They give me anxiety, I work with my hands all day so having nails really disables me",1,0.9421394572441171,0.9291006126036968,True,1,0.013038844640420266
anxiety mfuckin again,1,0.9421394572441171,0.9417015212012018,True,1,0.0004379360429153101
@user @user Anxiety lol,0,1.0602783980825394,0.999766122552962,True,0,0.060512275529577386
Being depressed on Twitter and looking at memes makes you question life.,0,1.0602783980825394,1.083178301681366,False,1,-0.022899903598826654
@user I share your anxiety . But I have Easy and fast  workable solutions. Inbox me for more info :kamabdu23@gmail.com,0,1.0602783980825394,1.0199545833807502,False,1,0.04032381470178925
Well would you look at this wave of anxiety hitting me outta no where 😍,1,0.9421394572441171,0.9387077583093387,True,1,0.003431698934778349
"yo so I stopped smoking, now I'm not depressed. Being sober is wild",0,1.0602783980825394,1.063106005064462,False,1,-0.002827606981922637
Turning off my phone for the day cause I'm about to become so depressed that I'm not at higher visions,0,1.0602783980825394,1.0596551245814763,False,1,0.0006232735010631707
But being Brazilian these days is equal to be depressed.Ohhh...,0,1.0602783980825394,1.0790731285250608,False,1,-0.018794730442521335
yoooo i forgot that i'm meeting @user for a second.... my anxiety is back :],1,0.9421394572441171,0.9677981876279469,True,1,-0.02565873038382982
@user sending you all the anti anxiety feels Jon &lt;3,0,1.0602783980825394,1.0080209971394636,False,1,0.05225740094307585
"@user I was still so wired, I had to take half an anti-anxiety pill (apparently this can be chemo-related). But I did sleep a bit.",1,0.9421394572441171,0.9190554769719639,True,1,0.023083980272153193
Oral quizzes in French 102 are the leading causes my anxiety,1,0.9421394572441171,0.9543718024829505,True,1,-0.01223234523883343
@user my depression is cured,0,1.0602783980825394,1.0136875572029893,False,1,0.04659084087955012
I'd say depressed,0,1.0602783980825394,1.058239350320866,False,1,0.002039047761673407
@user IM SORRY. MAYBE ITS JUST A WEIRD ANXIETY DAY FOR EVERYONE,1,0.9421394572441171,0.9913501457245056,True,1,-0.049210688480388565
@user Depression Kills,0,1.0602783980825394,1.0064234702212833,False,1,0.05385492786125612
having an anxiety attack at 4am is p neat 😫,1,0.9421394572441171,0.9538416881271992,True,1,-0.011702230883082088
I really want to know the link between anxiety and mornings!? It's always in the mornings like beech calm yo tits down!,1,0.9421394572441171,0.9479593813259264,True,1,-0.005819924081809313
On my way to see my car. I hope its everything I dreamed of. I'm so anxious.,0,1.0602783980825394,1.0880688096279514,False,1,-0.027790411545411953
wow my supervisor was soooooo chill about my session....... lol i legit had anxiety.,1,0.9421394572441171,0.957482608070111,True,1,-0.015343150825993912
@user You can see the guilt anxiety 20 miles away,0,1.0602783980825394,0.9954950759636674,True,0,0.06478332211887206
lmao i love depressive episodes,1,0.9421394572441171,0.9435405558375151,True,1,-0.001401098593397987
"@user Take all that anxiety you have, and shove it in a fuck barrel.",0,1.0602783980825394,1.007013100396513,False,1,0.05326529768602639
How does the song link to depression? #SBSEurovision,0,1.0602783980825394,1.0536673130005547,False,1,0.006611085081984713
I know it's a constant post. I have anxiety now. It's too much for me physically to deal with.,1,0.9421394572441171,0.9047039141177041,True,1,0.03743554312641295
crazy how outkast cured my depression,0,1.0602783980825394,1.0557912498970554,False,1,0.004487148185484013
Depression is so real. Life full of unending troubles really makes one think of suicide. I highly resonate with this. #BattleInMyMind,1,0.9421394572441171,0.9163593419902809,True,1,0.025780115253836167
Challenge negative thinking. Let's end #depression together,0,1.0602783980825394,1.0889034796732362,False,1,-0.028625081590696766
